Numer RSPO,Nazwa,Kod terytorialny województwo,Kod terytorialny powiat,Kod terytorialny gmina,Kod terytorialny miejscowość,Kod terytorialny ulica,Województwo,Powiat,Gmina,Ulica,Numer budynku,Numer lokalu,Adres full,Kod pocztowy,Telefon,E-mail,Strona www,Publiczność status,Kategoria uczniów,Imię i nazwisko dyrektora,Liczba uczniów
268822,V LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE,30,3064,3064039,969586,22073,WIELKOPOLSKIE,Poznań,Poznań-Jeżyce,ul. Szpitalna,27/33,,Poznań ul. Szpitalna 27/33 ,60-572,618491483,sekretariat@zss110.pl,zss110.pl,publiczna,Dzieci lub młodzież,,30
89629,V LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE W BUSKU-ZDROJU,26,2601,2601014,946651,18558,ŚWIĘTOKRZYSKIE,buski,Busko-Zdrój,ul. Rehabilitacyjna,1,,buski ul. Rehabilitacyjna 1 ,28-100,413784119,sekretariat@buskososw.internetdsl.pl,sosw.busko.pl,publiczna,Dzieci lub młodzież,,6
87569,V LICEUM OGÓLNOKSZTAŁCĄCE SPORTOWE Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W ZESPOLE SZKÓŁ SPORTOWYCH W SIEMIANOWICACH ŚLĄSKICH,24,2474,2474011,943150,12883,ŚLĄSKIE,Siemianowice Śląskie,Siemianowice Śląskie,ul. Mikołaja,3,,Siemianowice Śląskie ul. Mikołaja 3 ,41-106,322200800,sekretariat@zss-siemianowice.pl,zss-siemianowice.pl,publiczna,Dzieci lub młodzież,,27
478989,V LICEUM OGÓLNOKSZTAŁCĄCE TEB EDUKACJA W STAROGARDZIE GDAŃSKIM,22,2213,2213031,934837,6485,POMORSKIE,starogardzki,Starogard Gdański,ul. gen. Józefa Hallera,19c,,starogardzki ul. gen. Józefa Hallera 19c ,83-200,587750044,starogard@teb-edukacja.pl,teb.pl/miasta/starogard-gd/o-nas,niepubliczna,Dzieci lub młodzież,DANUTA STUBIŃSKA,65
80864,V LICEUM OGÓLNOKSZTAŁCĄCE W BIELSKU-BIAŁEJ,24,2461,2461011,923584,11249,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,ul. Józefa Lompy,10,,Bielsko-Biała ul. Józefa Lompy 10 ,43-300,338221809,biuro@lo5.bielsko.pl,www.lo5.bielsko.pl,publiczna,Dzieci lub młodzież,MAREK MYŚLIŃSKI,422
72029,V LICEUM OGÓLNOKSZTAŁCĄCE W MIELCU,18,1811,1811011,974618,22631,PODKARPACKIE,mielecki,Mielec,ul. Tańskiego,3,,mielecki ul. Tańskiego 3 ,39-300,177875351,zso1@miasto.mielec.pl,www.zso1.mielec.pl,publiczna,Dzieci lub młodzież,,353
29444,V LICEUM OGÓLNOKSZTAŁCĄCE W NOWYM SĄCZU,12,1262,1262011,959435,7029,MAŁOPOLSKIE,Nowy Sącz,Nowy Sącz,ul. Jagiellońska,84,,Nowy Sącz ul. Jagiellońska 84 ,33-300,184486850,sekretariat@zsnr1.pl,www.zsnr1.pl,publiczna,Dzieci lub młodzież,,671
17862,V LICEUM OGÓLNOKSZTAŁCĄCE W WEJHEROWIE,22,2215,2215031,934984,20431,POMORSKIE,wejherowski,Wejherowo,ul. Jana III Sobieskiego,344,,wejherowski ul. Jana III Sobieskiego 344 ,84-200,586722415,sekretariat@pzs4-samochodowka.pl,www.pzs4-samochodowka.pl,publiczna,Dzieci lub młodzież,,942
92602,V LICEUM OGÓLNOKSZTAŁCĄCE W ZAMOŚCIU,6,664,664011,987510,53971,LUBELSKIE,Zamość,Zamość,ul. Marszałka J. Piłsudskiego,65,,Zamość ul. Marszałka J. Piłsudskiego 65 ,22-400,846392638,sekretariat@zsp4zamosc.edu.pl,,publiczna,Dzieci lub młodzież,,17
92473,V LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ CENTRUM EDUKACJI IM. IGNACEGO ŁUKASIEWICZA,14,1462,1462011,968687,52359,MAZOWIECKIE,Płock,Płock,al. Al. Floriana Kobylińskiego,25,,Płock al. Al. Floriana Kobylińskiego 25 ,09-400,243658632,zsce@zsce.pl,www.zsce.pl,publiczna,Dzieci lub młodzież,,785
22715,V LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ GÓRNICZO-ENERGETYCZNYCH IM. STANISŁAWA STASZICA W KONINIE,30,3062,3062011,948667,35421,WIELKOPOLSKIE,Konin,Konin,ul. Kardynała Stefana Wyszyńskiego,3,,Konin ul. Kardynała Stefana Wyszyńskiego 3 ,62-510,632425421,sekretariat@zsge.pl,www.zsge.pl,publiczna,Dzieci lub młodzież,,166
70157,V LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ NR 6 IM. ST. STASZICA W SZCZECINKU,32,3215,3215011,950262,21071,ZACHODNIOPOMORSKIE,szczecinecki,Szczecinek,ul. Stanisława Staszica,15,,szczecinecki ul. Stanisława Staszica 15 ,78-400,943731089,swiatki@wp.pl,www.zsswiatki.pl,publiczna,Dzieci lub młodzież,,109
11273,V LICEUM OGÓLNOKSZTAŁCĄCE W ŻYWCU,24,2417,2417011,927642,27609,ŚLĄSKIE,żywiecki,Żywiec,ul. Moszczanicka,9,-,żywiecki ul. Moszczanicka 9 -,34-300,502152241,zsaio@moszczanica.pl,www.moszczanica.pl,publiczna,Dzieci lub młodzież,,208
7000,V LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ADAMA ASNYKA,32,3262,3262011,977976,14796,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,ul. Ofiar Oświęcimia,14,,Szczecin ul. Ofiar Oświęcimia 14 ,71-537,914232802,lo5@miasto.szczecin.pl,www.lo5.szczecin.pl,publiczna,Dzieci lub młodzież,KINGA JANKOWSKA,607
11695,V LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ANDRZEJA STRUGA W GLIWICACH,24,2466,2466011,940000,5986,ŚLĄSKIE,Gliwice,Gliwice,ul. Górnych Wałów,29,,Gliwice ul. Górnych Wałów 29 ,44-100,322310793,sekretariat@lo5.gliwice.eu,www.vlo.gliwice.pl,publiczna,Dzieci lub młodzież,Florian Brom,710
24237,V LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. KANCLERZA JANA ZAMOYSKIEGO,24,2465,2465011,939473,3241,ŚLĄSKIE,Dąbrowa Górnicza,Dąbrowa Górnicza,ul. Czapińskiego,8,,Dąbrowa Górnicza ul. Czapińskiego 8 ,41-300,322623758,sekretariat@zamoyski.dg.pl,5lozamoyski.pl,publiczna,Dzieci lub młodzież,Anna Ornat,598
41851,V LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ROMUALDA TRAUGUTTA W RADOMIU,14,1463,1463011,972750,22965,MAZOWIECKIE,Radom,Radom,ul. Romualda Traugutta,52A,,Radom ul. Romualda Traugutta 52A ,26-600,483632252,sekretariat@vlo-traugutt.radom.pl,www.vlo-traugutt.radom.pl,publiczna,Dzieci lub młodzież,Elżbieta Bartkiewicz,849
48176,V LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. JERZEGO KUKUCZKI W ZESPOLE SZKÓL NR 3 RYBNIKU,24,2473,2473011,942765,15206,ŚLĄSKIE,Rybnik,Rybnik,ul. Orzepowicka,15a,,Rybnik ul. Orzepowicka 15a ,44-217,324227081,dyrekcja@zs3.rybnik.pl,http://www.zs3.rybnik.pl,publiczna,Dzieci lub młodzież,,668
13075,V LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI W ŚWIDNICY,2,219,219011,984657,144,DOLNOŚLĄSKIE,świdnicki,Świdnica,ul. Księżnej Agnieszki,2,,świdnicki ul. Księżnej Agnieszki 2 ,58-100,748522641,ekonomik@adner.net,www.ekonomik.com.pl,publiczna,Dzieci lub młodzież,,92
80098,V PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE W KRAKOWIE IM. KRÓLOWEJ JADWIGI,12,1261,1261059,951327,20352,MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,ul. Smoleńsk,14,,Kraków ul. Smoleńsk 14 ,31-112,124229202,dyrektor@vp-lo.krakow.pl,vp-lo.krakow.pl,niepubliczna,Dzieci lub młodzież,JERZY BIAŁKIEWICZ,197
29465,VERTE PRZEDSZKOLE,10,1061,1061039,957985,13481,ŁÓDZKIE,Łódź,Łódź-Górna,ul. Municypalna,12,18,Łódź ul. Municypalna 12 18,93-423,501231352,verteclub@op.pl,verte.neostrada.pl,niepubliczna,Dzieci lub młodzież,ZBIGNIEW PIWOŃSKI,166
55840,VI LICEUM OGÓLNOKSZTAŁCĄCE,10,1001,1001011,967647,4863,ŁÓDZKIE,bełchatowski,Bełchatów,ul. Fabryczna,6,,bełchatowski ul. Fabryczna 6 ,97-400,446329712,slobelchatow@interia.pl,www.zsherbert.pl,publiczna,Dzieci lub młodzież,,168
22872,VI LICEUM OGÓLNOKSZTAŁCĄCE,18,1863,1863011,974133,22905,PODKARPACKIE,Rzeszów,Rzeszów,ul. Ambrożego Towarnickiego,4,,Rzeszów ul. Ambrożego Towarnickiego 4 ,35-010,177482150,sekretariat@zs1.resman.pl,http://lo6.resman.pl/,publiczna,Dzieci lub młodzież,,1240
38843,VI LICEUM OGÓLNOKSZTAŁCĄCE,12,1262,1262011,959435,13275,MAŁOPOLSKIE,Nowy Sącz,Nowy Sącz,ul. Szczęsnego Morawskiego,2,,Nowy Sącz ul. Szczęsnego Morawskiego 2 ,33-300,184496090,zs3@edu.nowysacz.pl,www.barbacki.pl,publiczna,Dzieci lub młodzież,,458
27799,VI LICEUM OGÓLNOKSZTAŁCACE,24,2413,2413041,943813,16942,ŚLĄSKIE,tarnogórski,Tarnowskie Góry,ul. Pokoju,14,,tarnogórski ul. Pokoju 14 ,42-600,327191158,sekretariat@zstu.tg.edu.pl,www.zstu.tg.edu.pl,publiczna,Dzieci lub młodzież,,295
484201,VI LICEUM OGÓLNOKSZTAŁCĄCE AD ASTRA,10,1014,1014011,976050,40846,ŁÓDZKIE,sieradzki,Sieradz,pl. Plac Wojewódzki,6,,sieradzki pl. Plac Wojewódzki 6 ,98-200,510920945,puchala.maciek@gmail.com,,niepubliczna,Dzieci lub młodzież,MACIEJ PUCHAŁA,2
20413,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA MICKIEWICZA W KRAKOWIE,12,1261,1261059,951327,23795,MAŁOPOLSKIE,Kraków,Kraków-Śródmieście,ul. Wąska,7,,Kraków ul. Wąska 7 ,31-057,124306908,sekretariat@vilo.krakow.pl,vilo.krakow.pl,publiczna,Dzieci lub młodzież,CZESŁAW WRÓBEL,1011
89666,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. GABRIELA NARUTOWICZA W OLSZTYNIE,28,2862,2862011,964465,18034,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,ul. Wincentego Pstrowskiego,5,,Olsztyn ul. Wincentego Pstrowskiego 5 ,10-049,895279357,sekretariat@zso6.olsztyn.eu,https://zso6.olsztyn.eu,publiczna,Dzieci lub młodzież,,422
51790,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. HUGONA KOŁŁĄTAJA W LUBLINIE,6,663,663011,954700,12740,LUBELSKIE,Lublin,Lublin,ul. Adama Mickiewicza,36,,Lublin ul. Adama Mickiewicza 36 ,20-466,817440737,poczta@lo6.lublin.eu,http://lo6.lublin.eu/,publiczna,Dzieci lub młodzież,MARZENA KAMIŃSKA,790
86171,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. IGNACEGO JANA PADEREWSKIEGO,30,3064,3064011,969400,9796,WIELKOPOLSKIE,Poznań,Poznań,ul. Krakowska,17a,,Poznań ul. Krakowska 17a ,61-889,618524622,sekretariat@paderek.poznan.pl,www.paderek.poznan.pl,publiczna,Dzieci lub młodzież,,790
12707,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA I JĘDRZEJA ŚNIADECKICH W BYDGOSZCZY,4,461,461011,928363,21071,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. Stanisława Staszica,4,,Bydgoszcz ul. Stanisława Staszica 4 ,85-014,523270371,lo06@edu.bydgoszcz.pl,www.vilo.bydgoszcz.pl,publiczna,Dzieci lub młodzież,ADAM STASIK,729
80388,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JANUSZA KORCZAKA W SOSNOWCU,24,2475,2475011,943428,25536,ŚLĄSKIE,Sosnowiec,Sosnowiec,ul. Ludwika Zamenhofa,15,,Sosnowiec ul. Ludwika Zamenhofa 15 ,41-214,322918702,lo6@sosnowiec.edu.pl,http://korczak.edu.pl,publiczna,Dzieci lub młodzież,PAWEŁ LEKSZYCKI,654
22522,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JOACHIMA LELEWELA,10,1061,1061039,957985,3762,ŁÓDZKIE,Łódź,Łódź-Górna,ul. Deotymy,1,,Łódź ul. Deotymy 1 ,93-267,426842220,kontakt@lo6.elodz.edu.pl,www.lo6.szkoly.lodz.pl,publiczna,Dzieci lub młodzież,MAŁGORZATA CABAN,639
4577,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W KIELCACH,26,2661,2661011,945930,44576,ŚWIĘTOKRZYSKIE,Kielce,Kielce,ul. Majora Jurija Gagarina,5,,Kielce ul. Majora Jurija Gagarina 5 ,25-031,413676165,sekretariat@slowacki.kielce.eu,https://6lokielce.bip.gov.pl,publiczna,Dzieci lub młodzież,DAGMARA PALUCH,1058
11980,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA ZYGMUNTA AUGUSTA W BIAŁYMSTOKU,20,2061,2061011,922410,23682,PODLASKIE,Białystok,Białystok,ul. Warszawska,8,,Białystok ul. Warszawska 8 ,15-063,857435485,lo6@um.bialystok.pl,https://vilo.bialystok.pl/,publiczna,Dzieci lub młodzież,Dariusz Naumowicz,1026
72606,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. POLSKICH OLIMPIJCZYKÓW W EŁKU W ZESPOLE SZKÓŁ SPORTOWYCH W EŁKU,28,2805,2805011,977670,21614,WARMIŃSKO-MAZURSKIE,ełcki,Ełk,ul. Suwalska,15,,ełcki ul. Suwalska 15 ,19-300,877326370,sekretariat@zss.elk.pl,www.zss.elk.edu.pl,publiczna,Dzieci lub młodzież,,182
3966,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA CZARNIECKIEGO,32,3262,3262011,977976,7029,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,ul. Jagiellońska,41,,Szczecin ul. Jagiellońska 41 ,70-382,914846088,lo6@miasto.szczecin.pl,www.lo6.szczecin.pl,publiczna,Dzieci lub młodzież,BOŻENA ULCHURSKA-JACKOWSKA,652
83650,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA REYTANA,14,1465,1465058,918130,24255,MAZOWIECKIE,Warszawa,Mokotów,ul. Wiktorska,30/32,,Warszawa ul. Wiktorska 30/32 ,02-587,228441368,lo6@eduwarszawa.pl,www.reytan.edu.pl,publiczna,Dzieci lub młodzież,MAŁGORZATA TUDEK,855
3640,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. WACŁAWA SIERPIŃSKIEGO,22,2262,2262011,934100,9282,POMORSKIE,Gdynia,Gdynia,ul. Mikołaja Kopernika,34,,Gdynia ul. Mikołaja Kopernika 34 ,81-424,586222233,sekretariat@vilo.edu.gdynia.pl,http://vilo.org/,publiczna,Dzieci lub młodzież,TOMASZ OGRODNIK,572
84173,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. ZESŁAŃCÓW SYBIRU,4,463,463011,982724,24628,KUJAWSKO-POMORSKIE,Toruń,Toruń,ul. Wojska Polskiego,47A,,Toruń ul. Wojska Polskiego 47A ,87-100,566231709,sekretariat@vilo.torun.pl,http://www.vilo.torun.pl,publiczna,Dzieci lub młodzież,ZBIGNIEW MATUSZEWICZ,385
10812,VI LICEUM OGÓLNOKSZTAŁCĄCE IM.JANA DŁUGOSZA,24,2469,2469011,937474,11467,ŚLĄSKIE,Katowice,Katowice,ul. Lwowska,2,,Katowice ul. Lwowska 2 ,40-389,322568180,katowice6lo@op.pl,dlugosz.katowice.pl,publiczna,Dzieci lub młodzież,MACIEJ BACHARA,359
48145,VI LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO,24,2467,2467011,940163,16057,ŚLĄSKIE,Jastrzębie-Zdrój,Jastrzębie-Zdrój,ul. Piastów,15,,Jastrzębie-Zdrój ul. Piastów 15 ,44-335,324751501,poczta@zsms.jastrzebie.pl,www.zsms.jastrzebie.pl,publiczna,Dzieci lub młodzież,,57
275264,VI LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE,22,2264,2264011,934783,12259,POMORSKIE,Sopot,Sopot,ul. 23 Marca,93,,Sopot ul. 23 Marca 93 ,81-820,583452696,zssnr6@zss6sopot.pl,https://zss6sopot.pl,publiczna,Dzieci lub młodzież,,7
7827,VI LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE W BUSKU - ZDROJU,26,2601,2601014,946651,58223,ŚWIĘTOKRZYSKIE,buski,Busko-Zdrój,ul. doktora Szymona Starkiewicza,1,,buski ul. doktora Szymona Starkiewicza 1 ,28-100,413703406,sekretariat@zssgorkabusko.pl,www.zssgorkabusko.pl,publiczna,Dzieci lub młodzież,,11
196409,VI LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE W SPECJALNYM OŚRODKU SZKOLNO-WYCHOWAWCZYM NR 2 DLA NIESŁYSZĄCYCH I SŁABOSŁYSZĄCYCH IM. JANA SIESTRZYŃSKIEGO W WEJHEROWIE,22,2215,2215031,934984,20431,POMORSKIE,wejherowski,Wejherowo,ul. Jana III Sobieskiego,277c,,wejherowski ul. Jana III Sobieskiego 277c ,84-200,586722341,sekretariat@osw2wejherowo.pl,www.osw2wejherowo.pl,publiczna,Dzieci lub młodzież,,27
18233,VI LICEUM OGÓLNOKSZTAŁCĄCE W JAROSŁAWIU,18,1804,1804011,972192,29830,PODKARPACKIE,jarosławski,Jarosław,ul. 3-go Maja,10,,jarosławski ul. 3-go Maja 10 ,37-500,166216339,sekretariat@zsiedu.pl,www.zsiedu.pl,publiczna,Dzieci lub młodzież,,129
88251,VI LICEUM OGÓLNOKSZTAŁCĄCE W KOSZALINIE,32,3261,3261011,949448,3655,ZACHODNIOPOMORSKIE,Koszalin,Koszalin,ul. Stanisława Dąbka,1,,Koszalin ul. Stanisława Dąbka 1 ,75-354,943430795,sekretariat@liceum6koszalin.pl,www.liceum6koszalin.pl,publiczna,Dzieci lub młodzież,KAROLINA MONKIEWICZ,641
56148,VI LICEUM OGÓLNOKSZTAŁCĄCE W KROŚNIE,18,1861,1861011,952410,1681,PODKARPACKIE,Krosno,Krosno,ul. Bohaterów Westerplatte,20,,Krosno ul. Bohaterów Westerplatte 20 ,38-400,134321777,zsng@naftowka.pl,www.naftowka.pl,publiczna,Dzieci lub młodzież,,371
103533,VI LICEUM OGÓLNOKSZTAŁCĄCE W SIEDLCACH,14,1464,1464011,975173,52215,MAZOWIECKIE,Siedlce,Siedlce,ul. Krystyny Osińskiej,8,,Siedlce ul. Krystyny Osińskiej 8 ,08-110,257943620,sekretariat@zsp2siedlce.pl,www.zsp2siedlce.pl,publiczna,Dzieci lub młodzież,,239
87161,VI LICEUM OGÓLNOKSZTAŁCĄCE W SUWAŁKACH,20,2063,2063011,977456,19648,PODLASKIE,Suwałki,Suwałki,ul. Sejneńska,10,,Suwałki ul. Sejneńska 10 ,16-400,875663865,zsss.suwalki@cmw.waw.pl,www.zssal.suwalki.pl,publiczna,Dzieci lub młodzież,,59
52489,VI LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ CENTRUM KSZTAŁCENIA USTAWICZNEGO IM. STEFANA BATOREGO W KONINIE,30,3062,3062011,948667,24550,WIELKOPOLSKIE,Konin,Konin,ul. Wodna,1,,Konin ul. Wodna 1 ,62-500,632428943,sekretariat@zscku.konin.pl,www.zscku.konin.pl,publiczna,Dzieci lub młodzież,,191
44233,VI LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ NR 3 IM.MARII DĄBROWSKIEJ W PUŁAWACH,6,614,614011,956810,16274,LUBELSKIE,puławski,Puławy,ul. marsz. Józefa Piłsudskiego,74,,puławski ul. marsz. Józefa Piłsudskiego 74 ,24-100,818863640,kancelaria@zs3.pulawy.pl,zs3.pulawy.pl,publiczna,Dzieci lub młodzież,,249
75279,VI LICEUM OGÓLNOKSZTAŁCĄCE W ZESPOLE SZKÓŁ PONADPODSTAWOWYCH NR 2 W PIOTRKOWIE TRYBUNALSKIM,10,1062,1062011,967430,3868,ŁÓDZKIE,Piotrków Trybunalski,Piotrków Trybunalski,ul. Romana Dmowskiego,38e,,Piotrków Trybunalski ul. Romana Dmowskiego 38e ,97-300,447323615,zsp2@zsp2piotrkow.pl,www.zsp2.piotrkow.pl,publiczna,Dzieci lub młodzież,,381
42285,VI LICEUM OGÓLNOKSZTAŁCĄCE W ZIELONEJ GÓRZE,8,862,862011,988313,38382,LUBUSKIE,Zielona Góra,Zielona Góra,ul. Świętych Cyryla i Metodego,9,,Zielona Góra ul. Świętych Cyryla i Metodego 9 ,65-533,684544088,sekretariat@6lo.zgora.pl,www.6lo.zgora.pl,publiczna,Dzieci lub młodzież,RADOSŁAW GRĄZKA,110
85780,VI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. JANA KOCHANOWSKIEGO W RADOMIU,14,1463,1463011,972750,8435,MAZOWIECKIE,Radom,Radom,ul. Jana Kilińskiego,25,,Radom ul. Jana Kilińskiego 25 ,26-600,483632396,sekretariat@kochanowski.radom.pl,www.kochanowski.radom.pl,publiczna,Dzieci lub młodzież,ANNA KOŁODZIEJSKA,742
12309,VI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI W ŚWIDNICY,2,219,219011,984657,2335,DOLNOŚLĄSKIE,świdnicki,Świdnica,ul. Budowlana,7,,świdnicki ul. Budowlana 7 ,58-100,748520700,sekretariat@zs1.pl,,publiczna,Dzieci lub młodzież,,20
70909,VI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH IM. ARMII KRAJOWEJ W BIELSKU-BIAŁEJ,24,2461,2461011,923584,21150,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,ul. Sternicza,4,,Bielsko-Biała ul. Sternicza 4 ,43-300,338119221,sekretariat@zsoak.pl,https://lo6.eduportal.bielsko.pl/,publiczna,Dzieci lub młodzież,,408
83227,VI LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI W GORZOWIE WIELKOPOLSKIM W ZESPOLE SZKÓŁ TECHNICZNYCH I OGÓLNOKSZTAŁCĄCYCH,8,861,861011,935140,3376,LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,ul. Czereśniowa,4e,,Gorzów Wielkopolski ul. Czereśniowa 4e ,66-400,957320309,zstio@edu.gorzow.pl,www.zstio-gorzow.pl,publiczna,Dzieci lub młodzież,,389
18119,VII LICEUM OGÓLNOKSZTAŁCACE,18,1863,1863011,974133,18574,PODKARPACKIE,Rzeszów,Rzeszów,al. Tadeusza Rejtana,3,,Rzeszów al. Tadeusza Rejtana 3 ,35-326,177482940,sekretariat@zs2.resman.pl,www.zs2.rzeszow.pl,publiczna,Dzieci lub młodzież,,231
23535,VII LICEUM OGÓLNOKSZTAŁCĄCE,24,2462,2462011,938670,23826,ŚLĄSKIE,Bytom,Bytom,ul. Stanisława Webera,6,,Bytom ul. Stanisława Webera 6 ,42-902,322823482,szkola@zsaeio.bytom.pl,http://www.zsaeio.bytom.pl/zsaeio,publiczna,Dzieci lub młodzież,,204
119233,VII LICEUM OGÓLNOKSZTAŁCĄCE - SZKOŁA MISTRZOSTWA SPORTOWEGO W KALISZU,30,3061,3061011,936569,25119,WIELKOPOLSKIE,Kalisz,Kalisz,ul. Prymasa Stefana Wyszyńskiego,22-24,,Kalisz ul. Prymasa Stefana Wyszyńskiego 22-24 ,62-800,627685470,zs9@um.kalisz.pl,www.zs9.kalisz.pl,publiczna,Dzieci lub młodzież,,153
15946,VII LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W PRZEMYŚLU,18,1862,1862011,971672,46715,PODKARPACKIE,Przemyśl,Przemyśl,ul. Harcmistrz Izydory Kossowskiej,1,,Przemyśl ul. Harcmistrz Izydory Kossowskiej 1 ,37-700,166786500,ckziu2@um.przemysl.pl,www.ckziu2.przemysl.edu.pl,publiczna,Dorośli,,247
76152,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. ALEKSANDRA MACIESZY W PŁOCKU,14,1462,1462011,968687,10507,MAZOWIECKIE,Płock,Płock,ul. gen. Tadeusza Kutrzeby,2a,,Płock ul. gen. Tadeusza Kutrzeby 2a ,09-410,243647810,sekretariat@zs5.net.pl,www.zs5.net.pl,publiczna,Dzieci lub młodzież,,278
86172,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. DĄBRÓWKI,30,3064,3064039,969586,26469,WIELKOPOLSKIE,Poznań,Poznań-Jeżyce,ul. Stefana Żeromskiego,8/12,,Poznań ul. Stefana Żeromskiego 46246 ,60-544,618472502,sekretariat@dabrowka.poznan.pl,www.dabrowka.poznan.pl,publiczna,Dzieci lub młodzież,Paweł Kozłowski,718
7263,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. J. PIŁSUDSKIEGO W KIELCACH,26,2661,2661011,945930,10766,ŚWIĘTOKRZYSKIE,Kielce,Kielce,al. Legionów,4,,Kielce al. Legionów 4 ,25-035,413676185,sekretariat@zsnr3.kielce.eu,zsnr3.kielce.eu,publiczna,Dzieci lub młodzież,,931
12719,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANUSZA KUSOCIŃSKIEGO W BYDGOSZCZY,4,461,461011,928363,11205,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,ul. 11 Listopada,4,,Bydgoszcz ul. 11 Listopada 4 ,85-643,523710057,lo07@edu.bydgoszcz.pl,www.7lo.bydgoszcz.pl,publiczna,Dzieci lub młodzież,JANUSZ KITAJGRODZKI,514
25263,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIUSZA SŁOWACKIEGO W WARSZAWIE,14,1465,1465068,918643,23749,MAZOWIECKIE,Warszawa,Ochota,ul. Wawelska,46,,Warszawa ul. Wawelska 46 ,02-067,228250553,sekretariat.lo7@eduwarszawa.pl,,publiczna,Dzieci lub młodzież,Agata Dowgird,628
8576,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. K.K. BACZYŃSKIEGO,32,3262,3262011,977976,21478,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,ul. Jana Styki,13,,Szczecin ul. Jana Styki 13 ,71-138,914877751,lo7@miasto.szczecin.pl,www.lo7.szczecin.pl,publiczna,Dzieci lub młodzież,Bogdan Dziewulski,592
